title,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,vote_average,vote_count,director
Made of Honor,40000000,"['Comedy', 'Romance']",en,19.574774,"['Columbia Pictures', 'Original Film']","['United Kingdom', 'United States of America']",2008-05-02,84601681,6.0,394,Paul Weiland
Jersey Boys,40000000,"['Music', 'Drama']",en,14.199933,['Warner Bros.'],['United States of America'],2014-06-05,67347013,6.8,255,Clint Eastwood
The Rainmaker,40000000,"['Drama', 'Crime', 'Thriller']",en,12.229516,"['Paramount Pictures', 'Constellation Entertainment']",['United States of America'],1997-11-18,45916769,6.7,235,Francis Ford Coppola
Gothika,40000000,"['Horror', 'Thriller']",en,27.303608,"['Columbia Pictures Corporation', 'Dark Castle Entertainment', 'Warner Bros.']",['United States of America'],2003-11-21,141591324,5.8,629,Mathieu Kassovitz
Amistad,36000000,"['Drama', 'History', 'Mystery']",en,3.698276,['DreamWorks SKG'],['United States of America'],1997-12-03,74000000,6.8,316,Steven Spielberg
Aliens vs Predator: Requiem,40000000,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",en,39.381913,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Brandywine Productions']",['United States of America'],2007-12-25,41797066,4.9,740,Colin Strause
Music and Lyrics,40000000,"['Comedy', 'Music', 'Romance']",en,17.659032,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'Reserve Room', 'Flower Films (II)']",['United States of America'],2007-02-09,145896422,6.2,554,Marc Lawrence
Paul,40000000,"['Adventure', 'Comedy', 'Science Fiction']",en,43.151268,"['Universal Pictures', 'Big Talk Productions', 'Relativity Media', 'Working Title Films']","['United States of America', 'United Kingdom']",2011-02-14,97552050,6.5,1789,Greg Mottola
The Guilt Trip,40000000,['Comedy'],en,15.283444,"['Paramount Pictures', 'Skydance Productions']",['United States of America'],2012-12-19,41863726,5.4,284,Anne Fletcher
Scream 4,40000000,"['Horror', 'Mystery']",en,35.21926,['Dimension Films'],['United States of America'],2011-04-11,97138686,6.1,902,Wes Craven
8MM,40000000,"['Thriller', 'Crime', 'Mystery']",en,25.580272,"['Columbia Pictures Corporation', 'Hofflund/Polone', 'Global Entertainment Productions GmbH & Company Medien KG']",['United States of America'],1999-02-26,96618699,6.1,474,Joel Schumacher
The Doors,38000000,"['Drama', 'Music']",en,10.794175,"['Imagine Entertainment', 'Ixtlan Productions', 'Carolco Pictures', 'Bill Graham Films']",['United States of America'],1991-03-01,34416893,6.7,275,Oliver Stone
Sex Tape,40000000,['Comedy'],en,72.641296,"['Escape Artists', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'LStar Capital']",['United States of America'],2014-07-17,126069509,5.3,1695,Jake Kasdan
Hanging Up,40000000,"['Comedy', 'Drama']",en,3.415534,"['Laurence Mark Productions', 'Columbia Pictures Corporation', 'Global Entertainment Productions GmbH & Company Medien KG', 'Nora Ephron Productions']","['Germany', 'United States of America']",2000-02-16,36037909,5.0,40,Diane Keaton
Final Destination 5,47000000,"['Horror', 'Mystery']",en,38.555482,"['New Line Cinema', 'Practical Pictures', 'Parallel Zide']",['United States of America'],2011-08-12,157887643,5.9,866,Steven Quale
Pay It Forward,40000000,"['Drama', 'Romance']",en,24.313684,"['Bel Air Entertainment', 'Warner Bros.']",['United States of America'],2000-10-12,55707411,7.0,432,Mimi Leder
Fever Pitch,30000000,"['Comedy', 'Drama', 'Romance']",en,9.965073,"['Fox 2000 Pictures', 'Wildgaze Films', 'Alan Greenspan Productions', 'Mars Media Beteiligungs', 'Flower Films (II)', 'ELC Productions Ltd.']","['Germany', 'United States of America']",2005-04-06,50451307,5.9,182,Bobby Farrelly
The Shadow,25000000,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",en,8.178203,['Universal Pictures'],['United States of America'],1994-07-01,48063435,5.4,138,Russell Mulcahy
Extremely Loud & Incredibly Close,40000000,['Drama'],en,31.066874,"['Paramount Pictures', 'Scott Rudin Productions', 'Warner Bros.']",['United States of America'],2011-12-24,55247881,6.9,708,Stephen Daldry
Morning Glory,40000000,"['Comedy', 'Drama', 'Romance']",en,22.491388,"['Bad Robot', 'Goldcrest Pictures']",['United States of America'],2010-01-12,58785180,6.1,412,Roger Michell
Get Rich or Die Tryin',40000000,['Drama'],en,12.885985,"['Paramount Pictures', 'MTV Films', 'Cent Productions Inc.']",['United States of America'],2005-11-09,46442528,6.3,186,Jim Sheridan
The Art of War,40000000,"['Crime', 'Action', 'Adventure']",en,7.832337,"['Amen Ra Films', 'Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions']","['Canada', 'United States of America']",2000-08-23,30199105,5.6,135,Christian Duguay
Rent,40000000,"['Drama', 'Romance']",en,10.433667,"['Columbia Pictures', '1492 Pictures', 'Revolution Studios']",['United States of America'],2005-11-23,31670620,6.7,155,Chris Columbus
The Out-of-Towners,75000000,['Comedy'],en,4.842626,"['Paramount Pictures', 'Cherry Alley Productions']",['United States of America'],1999-04-02,29000000,5.0,45,Sam Weisman
The Island of Dr. Moreau,40000000,"['Fantasy', 'Horror', 'Science Fiction']",en,13.210898,['New Line Cinema'],['United States of America'],1996-08-23,49627779,4.6,147,John Frankenheimer
The Musketeer,40000000,"['Action', 'Adventure', 'Drama']",en,3.296933,"['Crystal Sky Worldwide', 'MDP Worldwide', 'ApolloMedia Distribution', 'Carousel Picture Company, The', 'Signature Entertainment', 'Luxembourg Film Fund', ""D'Artagnan Productions Limited"", 'Q&Q Medien GmbH']","['United Kingdom', 'United States of America', 'Germany', 'Luxembourg']",2001-09-07,27053815,5.2,56,Peter Hyams
Sweet November,40000000,"['Drama', 'Romance']",en,19.372805,"['Bel Air Entertainment', 'Warner Bros.']",['United States of America'],2001-02-16,65754228,6.4,278,Pat O'Connor
The Reaping,40000000,['Horror'],en,13.445697,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.', 'Eyetronics', 'Chime Films']",['United States of America'],2007-04-05,62771059,5.4,205,Stephen Hopkins
Mean Streets,500000,"['Drama', 'Crime']",en,17.002096,['Scorsese Productions'],['United States of America'],1973-10-02,3000000,7.2,345,Martin Scorsese
Renaissance Man,40000000,"['Comedy', 'War']",en,4.516953,"['Cinergi Pictures Entertainment', 'Touchstone Pictures']","['Canada', 'United States of America']",1994-06-03,24332324,5.9,81,Penny Marshall
Colombiana,40000000,"['Action', 'Thriller', 'Crime', 'Drama']",en,33.785969,"['TF1 Films Production', 'Canal+', 'CinéCinéma', 'Grive Productions', 'EuropaCorp', 'A.J.O.Z. Films']",['France'],2011-07-27,60965854,6.5,824,Olivier Megaton
City By The Sea,40000000,"['Crime', 'Drama', 'Mystery']",en,3.476966,"['Warner Bros. Pictures', 'Epsilon Motion Pictures', 'Franchise Pictures', 'Brad Grey Pictures', 'Sea Breeze Productions Inc.']",['United States of America'],2002-09-06,22433915,5.7,92,Michael Caton-Jones
Torque,40000000,['Action'],en,7.360793,"['Village Roadshow Pictures', 'Original Film', 'Warner Bros.']","['Australia', 'United States of America']",2004-01-16,46546197,4.7,119,Joseph Kahn
Showgirls,45000000,['Drama'],en,14.513305,"['United Artists', 'Le Studio Canal+', 'Carolco Pictures']","['France', 'United States of America']",1995-09-22,20350754,4.9,256,Paul Verhoeven
Marie Antoinette,40000000,"['Drama', 'History']",en,22.364549,"['American Zoetrope', 'Columbia Pictures Corporation', 'Pricel', 'Tohokushinsha Film', 'Commission du Film France', 'Commission du Film Île-de-France']","['France', 'United States of America', 'Japan']",2006-05-24,60474340,6.5,642,Sofia Coppola
Get Carter,63600000,"['Action', 'Drama', 'Thriller', 'Crime']",en,4.494788,"['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions', 'The Canton Company']",['United States of America'],2000-10-06,19412993,4.8,145,Stephen T. Kay
The Impossible,42000000,"['Thriller', 'Drama']",en,47.559928,"['Summit Entertainment', 'Telecinco Cinema', 'Apaches Entertainment', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Institut Valenciã de Cinematografia (IVAC)', 'Mediaset España', 'La Trini', 'Generalitat Valenciana']","['United States of America', 'Spain']",2012-09-09,180274123,7.0,2025,Juan Antonio Bayona
Ishtar,55000000,"['Action', 'Adventure', 'Comedy']",en,2.410546,['Columbia Pictures'],['United States of America'],1987-05-15,14375181,4.2,28,Elaine May
Fantastic Mr. Fox,40000000,"['Adventure', 'Animation', 'Comedy', 'Family']",en,41.258956,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Indian Paintbrush', 'American Empirical Pictures']",['United States of America'],2009-10-23,46471023,7.5,1176,Wes Anderson
Memoirs of an Invisible Man,40000000,"['Comedy', 'Fantasy', 'Science Fiction']",en,7.222985,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'Warner Bros.', 'Cornelius Productions']","['France', 'United States of America']",1992-02-28,14358033,5.7,125,John Carpenter
AmÃ©lie,10000000,"['Comedy', 'Romance']",fr,73.720244,"['France 3 Cinéma', 'Claudie Ossard Productions', 'MMC Independent', 'Canal+', 'Tapioca Films', 'Sofica Sofinergie 5', 'Victoires Productions', 'Filmstiftung Nordrhein-Westfalen', 'Union Générale Cinématographique (UGC)']","['France', 'Germany']",2001-04-25,173921954,7.8,3310,Jean-Pierre Jeunet
Alfie,60000000,['Comedy'],en,15.219263,"['Paramount Pictures', 'Patalex Productions']","['United Kingdom', 'United States of America']",2004-10-22,13395939,5.6,248,Charles Shyer
Big Miracle,40000000,"['Adventure', 'Drama', 'Romance']",en,8.303696,"['Universal Pictures', 'Anonymous Content', 'Working Title Films']","['United Kingdom', 'United States of America']",2012-02-02,24719215,6.6,152,Ken Kwapis
The Deep End of the Ocean,38000000,"['Drama', 'Mystery']",en,4.746085,"['Columbia Pictures Corporation', 'Mandalay Entertainment']",['United States of America'],1999-03-12,28121100,5.9,54,Ulu Grosbard
FearDotCom,40000000,"['Horror', 'Thriller']",en,6.756886,"['Milagro Films', 'Franchise Pictures', 'DoRo Fiction Film', 'Signature Pictures', 'ApolloMedia Distribution', 'Carousel Picture Company, The', 'Luxembourg Film Fund', 'Filmyard Underwaterdeco']","['Germany', 'Luxembourg', 'United Kingdom', 'United States of America']",2002-08-09,18902015,3.2,105,William Malone
Cirque du Freak: The Vampire's Assistant,40000000,"['Adventure', 'Fantasy', 'Action', 'Thriller']",en,16.424807,['Universal Pictures'],['United States of America'],2009-10-23,28169671,5.5,348,Paul Weitz
Universal Soldier: The Return,45000000,"['Action', 'Science Fiction']",en,14.566664,"['TriStar Pictures', 'Baumgarten-Prophet Entertainment']",['United States of America'],1999-08-05,10667893,4.2,135,Mic Rodgers
Pandorum,33000000,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",en,28.353517,"['Impact Pictures', 'Constantin Film Produktion']","['Germany', 'United Kingdom']",2009-09-08,20645327,6.5,774,Christian Alvart
Extreme Ops,40000000,"['Action', 'Adventure', 'Drama', 'Thriller']",en,2.911819,"['Paramount Pictures', 'Extreme Productions', 'ApolloMedia Distribution']",['United States of America'],2002-11-27,10959475,5.0,28,Christian Duguay
Sunshine,50000000,"['Science Fiction', 'Thriller']",en,51.502884,"['DNA Films', 'Ingenious Film Partners', 'UK Film Council', 'Moving Picture Company (MPC)']","['United Kingdom', 'United States of America']",2007-04-05,32017803,7.0,1182,Danny Boyle
A Thousand Words,40000000,"['Drama', 'Comedy']",en,13.119133,"['Paramount Pictures', 'DreamWorks SKG', 'Saturn Films', 'Varsity Pictures']",['United States of America'],2012-03-07,22044277,6.0,373,Brian Robbins
The Gunman,40000000,"['Action', 'Drama', 'Crime']",en,26.935458,"['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Nostromo Pictures', 'Anton Capital Entertainment (ACE)', 'Institut Català de les Empreses Culturals (ICEC)', 'Prone Gunman', 'Amazon Prime Instant Video', 'Prone Gunman A.I.E.']","['France', 'Spain', 'United Kingdom', 'United States of America']",2015-02-16,13644292,5.5,392,Pierre Morel
Stormbreaker,40000000,"['Adventure', 'Action', 'Family']",en,16.282962,"['Isle of Man Film', 'Weinstein Company, The', 'Samuelson Productions']","['Germany', 'United Kingdom', 'United States of America']",2006-07-21,23937870,5.1,213,Geoffrey Sax
Disturbia,20000000,"['Thriller', 'Drama', 'Mystery']",en,31.690456,"['Paramount Pictures', 'DreamWorks SKG', 'Cold Spring Pictures', 'Montecito Picture Company, The']",['United States of America'],2007-04-12,117760134,6.6,1006,D.J. Caruso
Hackers,20000000,"['Action', 'Crime', 'Thriller', 'Drama']",en,17.842246,"['United Artists', 'Suftley']",['United States of America'],1995-09-14,7563728,6.2,398,Iain Softley
Snowpiercer,39200000,"['Action', 'Science Fiction', 'Drama']",ko,64.238688,"['CJ Entertainment', 'Opus Pictures', 'Stillking Films', 'SnowPiercer', 'Moho Film']","['South Korea', 'France', 'Czech Republic', 'United States of America']",2013-08-01,86758912,6.7,2854,Bong Joon-ho
The Crow,15000000,"['Fantasy', 'Action', 'Thriller']",en,44.690107,"['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",['United States of America'],1994-05-11,94000000,7.3,953,Alex Proyas
Baahubali: The Beginning,40000000,"['Action', 'Adventure', 'War', 'History']",te,16.254032,['Arka Media Works'],['India'],2015-07-10,100000000,7.5,135,S.S. Rajamouli
The Time Traveler's Wife,39000000,"['Drama', 'Romance', 'Fantasy']",en,37.492928,"['New Line Cinema', 'Plan B Entertainment', 'Nick Wechsler Productions', 'Internationale Scarena Filmproduktionsgesellschaft 2']",['United States of America'],2009-08-14,101229792,6.7,798,Robert Schwentke
Frankenweenie,39000000,"['Animation', 'Comedy', 'Family']",en,27.908783,['Tim Burton Productions'],['United States of America'],2012-10-04,35287788,6.6,932,Tim Burton
Serenity,39000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,45.388937,"['Universal Pictures', 'Barry Mendel Productions']",['United States of America'],2005-08-25,38869464,7.4,1264,Joss Whedon
Against the Ropes,39000000,"['Romance', 'Drama']",en,2.817364,"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films', 'MMP Erste Filmproduktions', 'Moviemakers Productions (MMP)']","['Germany', 'United States of America']",2004-02-20,6614280,4.5,32,Charles S. Dutton
Superman III,39000000,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",en,22.164202,"['Warner Bros.', 'Dovemead Films', 'Cantharus Productions']","['United Kingdom', 'United States of America']",1983-06-17,75850624,5.3,490,Richard Lester
Grudge Match,40000000,['Comedy'],en,21.362949,"['Gerber Pictures', 'Warner Bros.']",['United States of America'],2013-12-25,44907260,6.0,433,Peter Segal
Red Cliff,80341000,"['Adventure', 'Drama', 'Action']",zh,14.8375,"['Metropolitan Filmexport', 'Lion Rock Productions', 'Showbox']",['China'],2008-07-10,127814609,7.1,205,John Woo
Sweet Home Alabama,30000000,"['Comedy', 'Romance']",en,18.256028,['Touchstone Pictures'],['United States of America'],2002-09-26,180622424,6.0,394,Andy Tennant
The Ugly Truth,38000000,"['Comedy', 'Romance']",en,22.332927,"['Lakeshore Entertainment', 'Relativity Media']",['United States of America'],2009-07-24,205298907,6.4,972,Robert Luketic
Spy Kids 2: The Island of Lost Dreams,38000000,"['Action', 'Adventure', 'Family']",en,24.085144,['Dimension Films'],['United States of America'],2002-08-07,119723358,5.3,521,Robert Rodriguez
Star Trek: Generations,38000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,14.779041,['Paramount Pictures'],['United States of America'],1994-11-17,120000000,6.4,452,David Carson
The Grandmaster,3860000,"['Action', 'Drama', 'History']",zh,19.947265,"['The Weinstein Company', 'Block 2 Pictures', 'Wild Bunch', 'Annapurna Pictures', 'Jet Tone Films', 'Sil-Metropole Organisation Ltd.']","['China', 'Hong Kong']",2013-01-08,64076736,6.3,273,Wong Kar-wai
Water for Elephants,38000000,"['Drama', 'Romance']",en,16.801218,"['Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Flashpoint Entertainment', 'Big Screen Productions']",['United States of America'],2011-03-15,114156230,6.7,850,Francis Lawrence
The Hurricane,50000000,['Drama'],en,20.825781,"['Universal Pictures', 'Beacon Communications', 'Azoff Entertainment']",['United States of America'],1999-09-17,73956241,7.2,396,Norman Jewison
Enough,38000000,"['Drama', 'Thriller']",en,11.500783,['Winkler Films'],['United States of America'],2002-05-24,51801187,6.2,264,Michael Apted
Paul Blart: Mall Cop 2,38000000,"['Action', 'Comedy', 'Family']",en,41.258487,"['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Releasing', 'Sony Pictures Entertainment (SPE)', 'LStar Capital', 'Hey Eddie']",['United States of America'],2015-04-16,107597242,5.0,567,Andy Fickman
Angel Eyes,53000000,"['Drama', 'Romance', 'Thriller']",en,6.454634,"['Epsilon Motion Pictures', 'Morgan Creek Productions', 'The Canton Company', 'AE Two Film Productions', 'Angel Eyes Productions']",['United States of America'],2001-05-15,29700000,5.6,88,Luis Mandoki
The Ninth Gate,38000000,"['Horror', 'Mystery', 'Thriller']",en,30.359164,"['Bac Films', 'Kino Vision', 'Orly Films', 'R.P. Productions', 'Vía Digital', 'Artisan Entertainment', 'Origen Producciones Cinematograficas S.A.', 'TF1 Films Production', 'Canal+', 'Canal+ España']","['France', 'Portugal', 'Spain']",1999-08-24,58401898,6.3,756,Roman Polanski
Extreme Measures,38000000,"['Drama', 'Thriller']",en,3.426555,"['Columbia Pictures', 'Castle Rock Entertainment', 'Simian Films']",['United States of America'],1996-09-27,17380126,5.7,80,Michael Apted
Rock Star,57000000,"['Music', 'Drama', 'Comedy']",en,11.60815,"['Bel Air Entertainment', 'Warner Bros.', 'Robert Lawrence Productions', 'Metal Productions Inc.', 'Maysville Pictures']",['United States of America'],2001-09-04,16991902,6.0,190,Stephen Herek
Precious,10000000,['Drama'],en,18.664624,['Smokewood Entertainment Group'],['United States of America'],2009-11-06,47536959,6.9,417,Lee Daniels
White Squall,38000000,"['Action', 'Drama']",en,10.047579,"['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']",['United States of America'],1996-02-02,10300000,6.3,86,Ridley Scott
The Thing,15000000,"['Horror', 'Mystery', 'Science Fiction']",en,52.731379,"['Universal Pictures', 'Turman-Foster Company']",['United States of America'],1982-06-25,19629760,7.8,1588,John Carpenter
Riddick,38000000,"['Science Fiction', 'Action', 'Thriller']",en,46.630062,"['One Race Productions', 'Radar Pictures', 'Riddick Canada Productions']",['United States of America'],2013-09-02,98337295,6.2,2035,David Twohy
Switchback,37000000,"['Action', 'Adventure', 'Mystery', 'Thriller']",en,4.131546,"['Paramount Pictures', 'Pacific Western', 'Rysher Entertainment']",['United States of America'],1997-10-31,6482195,5.8,52,Jeb Stuart
City of Ember,55000000,"['Adventure', 'Family', 'Fantasy']",en,23.465539,"['Playtone', 'Walden Media']",['United States of America'],2008-10-07,17869048,6.2,605,Gil Kenan
The Master,32000000,['Drama'],en,25.682509,"['Ghoulardi Film Company', 'The Weinstein Company', 'Annapurna Pictures']",['United States of America'],2012-09-07,28258060,7.0,701,Paul Thomas Anderson
The Express,40000000,['Drama'],en,3.87823,"['Davis Entertainment', 'Relativity Media', 'IDEA Filmproduktions']","['Germany', 'United States of America']",2008-10-10,9793496,7.1,71,Gary Fleder
The 5th Wave,38000000,"['Adventure', 'Science Fiction']",en,57.889964,"['Columbia Pictures', 'GK Films', 'Material Pictures', 'LStar Capital']",['United States of America'],2016-01-14,109906372,5.6,1945,J Blakeson
Creed,37000000,['Drama'],en,57.773583,"['New Line Cinema', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Chartoff Winkler Productions']",['United States of America'],2015-11-25,173567581,7.3,1915,Ryan Coogler
The Town,37000000,"['Crime', 'Drama', 'Thriller']",en,24.218358,"['Legendary Pictures', 'GK Films', 'Thunder Road Pictures', 'Warner Bros.']",['United States of America'],2010-09-15,154026136,7.0,1468,Ben Affleck
What to Expect When You're Expecting,40000000,"['Romance', 'Comedy', 'Drama']",en,27.009723,"['Alcon Entertainment', 'Lionsgate', 'Phoenix Pictures', 'What to Expect Productions']",['United States of America'],2012-05-17,79700000,5.8,594,Kirk Jones
Burn After Reading,37000000,"['Comedy', 'Drama']",en,31.941347,"['Mike Zoss Productions', 'Studio Canal', 'Relativity Media', 'Focus Features', 'Working Title Films']","['United States of America', 'United Kingdom', 'France']",2008-09-05,163720069,6.5,1222,Joel Coen
Nim's Island,37000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",en,14.353279,['Walden Media'],['United States of America'],2008-04-03,100076342,5.6,330,Jennifer Flackett
Rush,38000000,"['Drama', 'Action']",en,33.003828,"['Revolution Films', 'Working Title Films', 'Cross Creek Pictures', 'Exclusive Media Group', 'Double Negative']","['Germany', 'United Kingdom']",2013-09-02,90247624,7.7,2277,Ron Howard
Magnolia,37000000,['Drama'],en,30.993736,"['New Line Cinema', 'Ghoulardi Film Company', 'The Magnolia Project']",['United States of America'],1999-12-08,48451803,7.5,825,Paul Thomas Anderson
Cop Out,30000000,"['Action', 'Comedy', 'Crime']",en,25.825771,['Warner Bros.'],['United States of America'],2010-02-26,55583804,5.3,511,Kevin Smith
How to Be Single,38000000,"['Comedy', 'Romance']",en,46.078371,"['New Line Cinema', 'Flower Films', 'Metro-Goldwyn-Mayer Pictures']",['United States of America'],2016-01-21,112343513,5.9,1201,Christian Ditter
Dolphin Tale,37000000,"['Drama', 'Family']",en,6.63839,"['Alcon Entertainment', 'Arc Productions']",['United States of America'],2011-09-23,95404397,6.7,163,Charles Martin Smith
Twilight,37000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",en,127.084938,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Goldcrest Pictures', 'Temple Hill Entertainment', 'Twilight Productions']",['United States of America'],2008-11-20,392616625,5.8,3561,Catherine Hardwicke
John Q,36000000,"['Drama', 'Thriller', 'Crime']",en,27.465433,"['New Line Cinema', 'Burg/Koules Productions', 'Evolution Entertainment']",['United States of America'],2002-02-15,102244770,7.0,594,Nick Cassavetes
Blue Streak,65000000,"['Action', 'Comedy', 'Crime']",en,16.865782,['Columbia Pictures'],"['Germany', 'United States of America']",1999-09-17,117758500,6.1,352,Les Mayfield
We're the Millers,37000000,"['Comedy', 'Crime']",en,100.348805,"['New Line Cinema', 'BenderSpink', 'Heyday Films', 'Newman/Tooley Films', 'Vincent Newman Entertainment', 'Slap Happy Productions (II)']",['United States of America'],2013-08-07,269994119,6.8,2972,Rawson Marshall Thurber
The Inhabited Island,36500000,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",ru,2.785832,"['Art Pictures Studio', 'Non-Stop Productions', 'Telekanal STS', 'Premiere Stealth Rights']",['Russia'],2008-12-18,21834845,5.3,23,Fyodor Bondarchuk
Breakdown,36000000,"['Drama', 'Action', 'Thriller']",en,9.176339,"['Paramount Pictures', 'Dino De Laurentiis Company', 'Spelling Films']",['United States of America'],1997-05-02,50159144,6.6,198,Jonathan Mostow
Never Say Never Again,36000000,"['Adventure', 'Action', 'Thriller']",en,23.380757,"['PSO International', 'TaliaFilm II Productions', 'Woodcote']","['Germany', 'United Kingdom', 'United States of America']",1983-10-07,160000000,5.8,338,Irvin Kershner
Hot Tub Time Machine,36000000,"['Science Fiction', 'Comedy', 'Adventure']",en,33.926473,"['United Artists', 'Metro-Goldwyn-Mayer (MGM)', 'New Crime Productions']",['United States of America'],2010-03-26,64572262,6.0,894,Steve Pink
Dolphin Tale 2,36000000,"['Family', 'Drama']",en,6.967857,"['Alcon Entertainment', 'Color Force', 'Boxing Cat Films', 'St. Petersburg Clearwater Film Commission']",['United States of America'],2014-09-12,52424533,6.7,96,Charles Martin Smith
Reindeer Games,42000000,['Thriller'],en,11.470135,"['Dimension Films', 'Marty Katz Productions']",['United States of America'],2000-02-25,32168970,5.4,173,John Frankenheimer
A Man Apart,36000000,"['Action', 'Drama']",en,19.854932,"['New Line Cinema', 'Newman/Tooley Films', 'Joseph Nittolo Entertainment', '""DIA"" Productions GmbH & Co. KG']","['Germany', 'United States of America']",2003-04-04,44350926,5.8,258,F. Gary Gray
Aloha,37000000,"['Drama', 'Comedy', 'Romance']",en,29.652536,"['Scott Rudin Productions', 'Vinyl Films']",['United States of America'],2015-05-27,26250020,5.2,692,Cameron Crowe
The Rite,37000000,"['Drama', 'Thriller', 'Horror']",en,11.492474,"['New Line Cinema', 'Contrafilm', 'Mid Atlantic Films', 'Hungarian National Film Office', 'Lazio Film Commission', 'Rome Film Commission', 'Italian Tax Credit']","['United States of America', 'Hungary', 'Italy']",2011-01-28,96047633,5.8,556,Mikael Håfström
Gattaca,36000000,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",en,70.398356,"['Columbia Pictures', 'Jersey Films']",['United States of America'],1997-09-07,12532777,7.5,1808,Andrew Niccol
Isn't She Great,36000000,"['Drama', 'Comedy']",de,1.068453,"['Universal Pictures', 'Mutual Film Company', 'Toho Company', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Lobell/Bergman Productions']",['United States of America'],2000-01-28,3003296,4.6,14,Andrew Bergman
Space Chimps,37000000,"['Animation', 'Family']",en,6.293217,"['Starz Media', 'Starz Animation', 'Odyssey Entertainment', 'Studiopolis', 'Vanguard Animation']",['United States of America'],2008-07-17,63800345,5.2,99,Kirk De Micco
The Hangover,35000000,['Comedy'],en,82.21166,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.', 'IFP Westcoast Erste']","['Germany', 'United States of America']",2009-06-05,459270619,7.2,6173,Todd Phillips
Ip Man 3,36000000,"['Action', 'Drama', 'History']",cn,19.167377,['Mandarin Films Distribution Co.'],['Hong Kong'],2015-12-19,156844753,6.5,379,Wilson Yip
Austin Powers: The Spy Who Shagged Me,33000000,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",en,18.316151,"['New Line Cinema', ""Eric's Boy""]",['United States of America'],1999-06-08,310940086,6.2,1011,Jay Roach
Batman,35000000,"['Fantasy', 'Action']",en,44.104469,"['PolyGram Filmed Entertainment', 'The Guber-Peters Company', 'Warner Bros.']","['United Kingdom', 'United States of America']",1989-06-23,411348924,7.0,2096,Tim Burton
Lethal Weapon 3,35000000,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",en,36.172182,"['Silver Pictures', 'Warner Bros.']",['United States of America'],1992-05-15,321731527,6.4,811,Richard Donner
The Blind Side,29000000,['Drama'],en,25.767395,"['Alcon Entertainment', 'Left Tackle Pictures', 'Zucker/Netter Productions']",['United States of America'],2009-11-20,309208309,7.2,1597,John Lee Hancock
Spy Kids,35000000,"['Action', 'Comedy', 'Family', 'Adventure']",en,21.543389,"['Dimension Films', 'Troublemaker Studios', 'Miramax']",['United States of America'],2001-03-18,147934180,5.5,867,Robert Rodriguez
Horrible Bosses,35000000,"['Comedy', 'Crime']",en,50.309843,"['New Line Cinema', 'Rat Entertainment']",['United States of America'],2011-07-08,117000000,6.5,2277,Seth Gordon
True Grit,38000000,"['Drama', 'Adventure', 'Western']",en,49.292384,"['Paramount Pictures', 'Scott Rudin Productions', 'Mike Zoss Productions', 'Skydance Productions']",['United States of America'],2010-12-22,252276927,7.2,1668,Joel Coen
The Devil Wears Prada,35000000,"['Comedy', 'Drama', 'Romance']",en,83.893257,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Major Studio Partners', 'Peninsula Films', 'Fox 2000 Pictures']",['United States of America'],2006-06-30,326551094,7.0,3088,David Frankel
